Serial_number,App_Size,App_Price,Installs,User_Rating,Content_Rating,Category,currency,Type
5781,127321088,0,1974,4.5,12+,Games,USD,
5783,94791680,0,13,4.5,4+,Games,USD,
5784,141017088,0,6038,5,4+,Games,USD,
5785,149731328,0,553,3.5,9+,Entertainment,USD,
5786,148815872,0,999,4.5,4+,Games,USD,
5787,8644608,1.99,89,3.5,12+,Utilities,USD,
5788,4824064,2.99,0,0,4+,Education,USD,
5789,163115008,0,3938,5,12+,Games,USD,
5790,84445184,0,2025,3.5,4+,Games,USD,
5791,99192832,0,426,4.5,4+,Games,USD,
5792,111248384,0,24,4,4+,Games,USD,
5793,113596416,0,0,0,17+,Social Networking,USD,
5794,97122304,0,134,4.5,4+,Games,USD,
5795,11585536,0.99,287,3.5,9+,Entertainment,USD,
5796,54171648,0,53,4.5,4+,Games,USD,
5798,77178880,0.99,126,5,9+,Games,USD,
5799,24669184,1.99,450,4,12+,Entertainment,USD,
5800,53362688,2.99,1,4,4+,Sports,USD,
5801,167815168,0,820,4.5,9+,Games,USD,
5802,209037312,0,147,4.5,4+,Games,USD,
5803,164147200,0,294,2.5,12+,Games,USD,
5804,146553856,0,1193,4.5,9+,Games,USD,
5805,95408128,0,109,4,4+,Games,USD,
5806,245484544,0,2998,4.5,4+,Games,USD,
5807,253734912,0,69,4.5,9+,Games,USD,
5808,70970368,0,422,4,9+,Games,USD,
5809,68433920,1.99,9,2,9+,Games,USD,
5810,312641536,0,1260,4,4+,Games,USD,
5811,73867264,0,180,3,12+,Games,USD,
5812,409982976,2.99,95,4,4+,Entertainment,USD,
5813,122580992,0,6557,4.5,4+,Games,USD,
5814,89600000,4.99,145,4.5,4+,Games,USD,
5815,184512512,0,160,4.5,4+,Games,USD,
5816,91060224,1.99,19,3,4+,Entertainment,USD,
5817,270031872,0,2152,4.5,12+,Games,USD,
5820,72358912,0,21,4,4+,Games,USD,
5821,60484608,0,115,4.5,17+,Games,USD,
5822,39272448,0.99,27,1.5,12+,Entertainment,USD,
5823,18373632,0.99,1,5,12+,Social Networking,USD,
5824,362543104,0,0,0,9+,Games,USD,
5826,64715776,1.99,69,1.5,4+,Games,USD,
5827,45782016,0.99,14,3,4+,Photo & Video,USD,
5828,80888832,0,343,4,4+,Games,USD,
5829,233176064,5.99,85,5,4+,Education,USD,
5830,93433856,4.99,40,4.5,4+,Music,USD,
5831,17227776,0,326,3.5,4+,Games,USD,
5832,754333696,0.99,157,3.5,17+,Games,USD,
5834,41987072,0.99,53,4.5,12+,Games,USD,
5835,352692224,0,0,0,9+,Games,USD,
5836,141621248,0,5112,4.5,4+,Games,USD,
5838,967158784,6.99,58,4,9+,Games,USD,
5839,60092416,0,2731,4.5,4+,Games,USD,
5840,926931968,6.99,45,3.5,9+,Games,USD,
5841,1131868160,6.99,68,3.5,9+,Games,USD,
5842,1233047552,6.99,38,3.5,9+,Games,USD,
5843,29420544,0,0,0,4+,Finance,USD,
5844,207391744,0,29,5,12+,Games,USD,
5845,204987392,0,243,4.5,4+,Games,USD,
5846,238582784,0,517,4.5,12+,Games,USD,
5847,446764032,0,2190,4.5,9+,Games,USD,
5849,377004032,1.99,34,4,4+,Entertainment,USD,
5850,341624832,0,173,4.5,4+,Games,USD,
5851,50778112,0,0,0,17+,Social Networking,USD,
5852,89542656,6.99,272,4.5,4+,Games,USD,
5853,180679680,0,10693,4.5,4+,Games,USD,
5854,20145152,1.99,182,4,4+,Games,USD,
5855,92101632,0,0,0,4+,Games,USD,
5856,67928064,0,2865,5,4+,Games,USD,
5857,13344768,1.99,220,3.5,4+,Games,USD,
5858,49201152,2.99,2,3,4+,Games,USD,
5859,28964864,0,0,0,17+,Finance,USD,
5860,28763136,0,135,4,4+,Music,USD,
5861,16315392,1.99,58,2,4+,Entertainment,USD,
5862,204338176,0.99,26,3.5,4+,Education,USD,
5863,73951232,1.99,95,3,17+,Entertainment,USD,
5864,84549632,0,56,4,4+,Photo & Video,USD,
5865,341455872,1.99,46,4,4+,Games,USD,
5866,862396416,6.99,58,4.5,9+,Games,USD,
5867,65891328,0,6523,4.5,17+,Games,USD,
5868,576397312,0,0,0,9+,Games,USD,
5869,200294400,0,140,3,12+,Games,USD,
5870,225862656,0,349,4,17+,Games,USD,
5871,1008609280,6.99,67,4,9+,Games,USD,
5872,111938560,1.99,31,4.5,4+,Games,USD,
5873,32314368,0,708,3,12+,Entertainment,USD,
5874,36112384,0,457,3,4+,Food & Drink,USD,
5875,1354634240,6.99,82,4.5,9+,Games,USD,
5876,51459072,0,164,4,4+,Shopping,USD,
5877,315748352,0,0,0,4+,Games,USD,
5878,175841280,0.99,7,3,12+,Games,USD,
5880,371298304,0,10,3,4+,Games,USD,
5881,81690624,0,1433,4.5,9+,Games,USD,
5882,228435968,1.99,24,2,12+,Games,USD,
5883,235554816,2.99,22,4,4+,Games,USD,
5884,35186688,0,9034,4.5,4+,Games,USD,
5885,1478030336,1.99,36,4.5,9+,Games,USD,
5887,20145152,1.99,17,3.5,4+,Travel,USD,
5888,82316288,0,5,5,9+,Games,USD,
5889,250655744,0,220,4.5,4+,Games,USD,
5890,119980032,0,0,0,4+,Health & Fitness,USD,
5891,110124032,0,7,4,4+,Games,USD,
5892,100349952,2.99,286,5,4+,Games,USD,
5893,166257664,0,111,4,12+,Games,USD,
5894,805970944,5.99,1,5,4+,Book,USD,
5895,247194624,0,1000,4.5,4+,Games,USD,
5896,30449664,0,254,3,4+,News,USD,
5897,31624192,0,0,0,4+,Finance,USD,
5898,267673600,0.99,0,0,4+,Games,USD,
5900,593355776,0,104,4,4+,Games,USD,
5901,270409728,0,422,2.5,4+,Games,USD,
5902,177400832,2.99,46,4.5,4+,Education,USD,
5903,336847872,0,333,4,4+,Games,USD,
5904,29007872,1.99,44,3.5,4+,Lifestyle,USD,
5905,30017536,1.99,148,4.5,4+,Entertainment,USD,
5906,34188288,0,0,0,4+,Games,USD,
5907,52345856,2.99,15,4,4+,Games,USD,
5908,27561984,1.99,54,4.5,4+,Games,USD,
5909,214481920,0,1102,4,4+,Games,USD,
5910,303932416,2.99,60,4.5,4+,Entertainment,USD,
5912,189497344,0,2432,4,4+,Games,USD,
5913,123341824,0,67,4.5,12+,Games,USD,
5914,27276288,0,53,3,4+,Games,USD,
5915,283934720,0,1621,4,4+,Games,USD,
5916,13625344,0.99,40,3.5,4+,Utilities,USD,
5917,190101504,2.99,18,3,4+,Games,USD,
5918,151469056,0.99,7,4.5,9+,Games,USD,
5919,51052544,0,97,3,9+,Entertainment,USD,
5920,301272064,0,1896,4.5,12+,Games,USD,
5921,10137600,1.99,220,4.5,17+,Entertainment,USD,
5923,31016960,1.99,48,2.5,4+,Photo & Video,USD,
5924,176314368,2.99,15,4.5,4+,Education,USD,
5925,187812864,0,22,4.5,4+,Games,USD,
5926,208496640,0.99,0,0,4+,Games,USD,
5928,454384640,0,411,4.5,12+,Games,USD,
5929,20536320,2.99,88,4.5,4+,Weather,USD,
5930,25890816,2.99,62,3,4+,Social Networking,USD,
5931,76058624,0,13870,4.5,4+,Games,USD,
5932,8997888,1.99,21,4.5,12+,Entertainment,USD,
5933,88146944,4.99,54,3.5,17+,Productivity,USD,
5934,185916416,0.99,0,0,17+,Games,USD,
5935,87797760,4.99,0,0,17+,Games,USD,
5936,1901568,2.99,8,4,4+,Music,USD,
5937,145988608,0,45,4.5,12+,Games,USD,
5938,107710464,0,41,3.5,4+,Games,USD,
5939,28006400,0,0,0,12+,Business,USD,
5940,28264448,0,0,0,17+,Entertainment,USD,
5941,57049088,0,0,0,4+,Games,USD,
5942,214042624,0,153,4,4+,Games,USD,
5943,598120448,0,1283,4.5,4+,Entertainment,USD,
5944,404173824,3.99,7,3,4+,Games,USD,
5945,42371072,0,363,4,4+,Games,USD,
5946,312938496,0,0,0,12+,Games,USD,
5947,39652352,0,50,3,4+,Utilities,USD,
5948,482627584,1.99,80,3,12+,Games,USD,
5950,49243136,0,55,5,4+,Games,USD,
5951,97887232,0.99,587,4.5,4+,Games,USD,
5952,414433280,2.99,123,4,4+,Entertainment,USD,
5953,58632192,0,605,4.5,12+,Games,USD,
5954,148122624,0,339,4,17+,Games,USD,
5955,315353088,0,6686,4.5,9+,Games,USD,
5956,63738880,0,41,4,4+,Games,USD,
5959,83180544,0,49635,4.5,4+,Games,USD,
5961,195908608,0,45227,4,4+,Games,USD,
5962,615645184,4.99,1709,4.5,9+,Games,USD,
5963,202745856,0,473,4,4+,Games,USD,
5964,798962688,5.99,1,5,4+,Book,USD,
5965,772891648,5.99,0,0,4+,Book,USD,
5966,770255872,5.99,0,0,4+,Book,USD,
5967,798292992,5.99,7,4.5,4+,Book,USD,
5968,246411264,0,450,4.5,9+,Games,USD,
5969,180105216,0,2748,4,4+,Games,USD,
5970,1267202048,6.99,66,3,9+,Games,USD,
5971,1287553024,0,3207,4,9+,Games,USD,
5972,2233358336,6.99,69,4,9+,Games,USD,
5973,78155776,0,22,4,4+,Games,USD,
5974,100372480,0,38,4,12+,Entertainment,USD,
5975,127693824,2.99,656,4.5,4+,Entertainment,USD,
5976,126512128,0,39,4.5,12+,Games,USD,
5977,76928000,0,14,4.5,4+,Weather,USD,
5978,119754752,0,456,4,4+,Games,USD,
5979,135485440,0,29,4,4+,Games,USD,
5980,68666368,0,136,4.5,12+,Games,USD,
5981,24810496,0,730,4.5,12+,Entertainment,USD,
5982,115027968,0,233,3.5,9+,Games,USD,
5983,363078656,0,0,0,12+,Games,USD,
5986,175943680,0,0,0,12+,Games,USD,
5988,466015232,0,1,5,9+,Games,USD,
5989,4025969664,9.99,373,4.5,12+,Games,USD,
5990,67259392,0,0,0,17+,Games,USD,
5992,133885952,0,0,0,4+,Games,USD,
5993,138093568,0,267,4,9+,Games,USD,
5994,90488832,0,1296,5,9+,Games,USD,
5995,22302720,1.99,0,0,12+,Games,USD,
5998,438729728,1.99,59,4.5,12+,Games,USD,
5999,210697216,0,110,4.5,4+,Education,USD,
6000,3321082880,9.99,168,4,9+,Games,USD,
6001,49349632,0,213,4.5,4+,Games,USD,
6003,128232448,0,225,4.5,4+,Games,USD,
6004,57921536,0.99,145,4.5,12+,Games,USD,
6005,22635520,2.99,776,4.5,17+,Productivity,USD,
6006,182045696,0.99,43,4.5,4+,Games,USD,
6007,20215808,1.99,292,4,4+,Entertainment,USD,
6008,890523648,6.99,45,4,9+,Games,USD,
6009,118787072,0,18,3.5,4+,Games,USD,
6010,40938496,0,68,3,4+,Games,USD,
6011,157871104,0,43,3.5,4+,Games,USD,
6012,441995264,0.99,0,0,9+,Games,USD,
6013,31446016,0,200,4.5,4+,Games,USD,
6015,118693888,0,5003,4,4+,Games,USD,
6016,85974016,0,5,3.5,4+,Games,USD,
6017,3896109056,9.99,206,4.5,17+,Games,USD,
6018,307137536,2.99,64,5,9+,Book,USD,
6019,1536766976,6.99,153,4.5,9+,Games,USD,
6020,34397184,4.99,92,4.5,12+,Games,USD,
6021,30601216,0,1360,3.5,4+,Games,USD,
6022,9736192,1.99,45,4,9+,Entertainment,USD,
6023,602065920,6.99,72,4.5,9+,Games,USD,
6024,35466240,0,336,4.5,17+,Entertainment,USD,
6025,22431744,14.99,6,3.5,4+,Productivity,USD,
6027,146959360,0,1765,4.5,12+,Games,USD,
6028,11824128,0,9,3.5,4+,Entertainment,USD,
6029,255946752,0,0,0,12+,Games,USD,
6030,157614080,0,6116,4.5,9+,Games,USD,
6031,222895104,0,2285,4,9+,Games,USD,
6032,503228416,3.99,95,3.5,9+,Games,USD,
6033,16805888,4.99,166,1.5,4+,Lifestyle,USD,
6034,48802816,0,1131,4.5,12+,Education,USD,
6035,33304576,0,155,4.5,4+,Games,USD,
6036,276637696,3.99,104,4,4+,Education,USD,
6037,1642020864,6.99,69,3.5,9+,Games,USD,
6039,89223168,0.99,10,2,4+,Games,USD,
6040,70149120,0,1015,4.5,4+,Games,USD,
6041,53690368,0,32,4,4+,Games,USD,
6042,91620352,0,1744,4.5,4+,Games,USD,
6043,76777472,0.99,151,4,12+,Games,USD,
6044,29972480,0,134,3,12+,Lifestyle,USD,
6045,37760000,0,329,4,17+,Entertainment,USD,
6046,10542080,0,13443,4.5,4+,Music,USD,
6047,699091968,0,1815,4,9+,Games,USD,
6048,24167424,0,10,3.5,4+,Games,USD,
6049,20856832,0.99,308,4.5,4+,Games,USD,
6050,49263616,6.99,29,4.5,12+,Food & Drink,USD,
6051,997129216,6.99,39,4,9+,Games,USD,
6052,54802432,0,1495,4,4+,Games,USD,
6053,115707904,0.99,318,4,12+,Reference,USD,
6054,69188608,0.99,0,0,4+,Games,USD,
6055,53415936,1.99,147,3.5,4+,Photo & Video,USD,
6056,83196928,0,0,0,12+,Games,USD,
6057,173696000,0,33,4.5,12+,Games,USD,
6058,18822144,2.99,19,5,12+,Games,USD,
6059,17641472,3.99,12,3.5,4+,Medical,USD,
6061,59741184,1.99,857,4,9+,Utilities,USD,
6062,87851008,0,2,5,17+,Games,USD,
6063,159013888,4.99,11,4.5,4+,Education,USD,
6064,115209216,2.99,0,0,17+,Food & Drink,USD,
6065,27025408,1.99,346,4,4+,Reference,USD,
6066,72118272,0,5833,4.5,4+,Games,USD,
6067,60990464,0.99,78,3,9+,Entertainment,USD,
6068,78128128,0,3213,2.5,17+,Lifestyle,USD,
6069,24840192,1.99,200,4,4+,Entertainment,USD,
6072,346255360,2.99,141,4,4+,Entertainment,USD,
6073,50076672,0,0,0,17+,Social Networking,USD,
6074,191382528,0,668,4,4+,Games,USD,
6075,251595776,0,135,4.5,4+,Games,USD,
6076,21171200,1.99,4,5,4+,Games,USD,
6077,37062656,0,49,5,4+,Education,USD,
6078,11141120,1.99,296,4,4+,Entertainment,USD,
6079,64278528,0,5114,4.5,4+,Games,USD,
6080,124721152,0,954,4,12+,Entertainment,USD,
6081,176272384,0,82,4,4+,Games,USD,
6082,10715136,7.99,43,4,4+,Productivity,USD,
6083,110398464,0,32,4,4+,Games,USD,
6084,234468352,0,161,4,4+,Education,USD,
6085,153306112,0,30,5,9+,Games,USD,
6086,315626496,1.99,839,3.5,4+,Games,USD,
6087,135481344,2.99,9,2,4+,Games,USD,
6088,132612096,0.99,69,3,12+,Games,USD,
6089,18440192,1.99,80,3.5,4+,Utilities,USD,
6090,218911744,2.99,24,4.5,4+,Education,USD,
6091,12445696,1.99,159,4,4+,Entertainment,USD,
6092,334434304,0,0,0,12+,Games,USD,
6093,27131904,0.99,0,0,17+,Lifestyle,USD,
6094,89057280,0,6658,4,17+,Lifestyle,USD,
6095,294865920,2.99,21,4.5,4+,Book,USD,
6096,333368320,0,249,4.5,4+,Games,USD,
6097,24287232,0,5060,3.5,12+,Social Networking,USD,
6098,23527424,0.99,0,0,4+,Navigation,USD,
6099,271124480,0,1132,4,4+,Games,USD,
6102,32704512,0,0,0,4+,Finance,USD,
6103,2565120,0,13,3.5,4+,Music,USD,
6104,62189568,2.99,75,4.5,4+,Games,USD,
6105,424826880,5.99,1794,4,4+,Games,USD,
6106,89756672,0,360,4,4+,Games,USD,
6107,194632704,0,22,2,17+,Entertainment,USD,
6110,66637824,0,0,0,4+,Finance,USD,
6111,68797440,0.99,6,3,4+,Games,USD,
6113,11767808,1.99,14,2,4+,Games,USD,
6114,5844992,0,110,2.5,12+,Entertainment,USD,
6115,128684032,2.99,3017,4.5,12+,Games,USD,
6116,29696000,1.99,25,4.5,9+,Games,USD,
6117,2779450368,4.99,255,5,12+,Games,USD,
6118,66413568,1.99,888,4.5,4+,Utilities,USD,
6119,132928512,0,343,4.5,4+,Entertainment,USD,
6120,23707648,0,12,3.5,4+,Games,USD,
6122,170616832,0,0,0,17+,Social Networking,USD,
6123,27880448,7.99,881,3.5,4+,Business,USD,
6125,20184064,0.99,7,3,4+,Entertainment,USD,
6126,111983616,4.99,11,2,17+,Games,USD,
6127,63109120,3.99,51,4,9+,Games,USD,
6128,46360576,1.99,30,3.5,12+,Games,USD,
6129,61143040,0,5768,4.5,4+,Entertainment,USD,
6130,55975936,0,627,4.5,9+,Games,USD,
6131,5553152,0,352,4,4+,Photo & Video,USD,
6132,306912256,0,166,4.5,4+,Games,USD,
6133,3393536,1.99,0,0,4+,Education,USD,
6134,32992256,0,9397,4,9+,Games,USD,
6135,82401280,0.99,9,3.5,4+,Games,USD,
6136,300401664,2.99,1730,4.5,4+,Education,USD,
6137,118496256,0,136,4,12+,Games,USD,
6138,15981568,0,0,0,17+,Games,USD,
6139,2950687744,7.99,2408,3,4+,Games,USD,
6140,334576640,1.99,30,4,4+,Games,USD,
6141,25714688,4.99,715,4.5,4+,Lifestyle,USD,
6142,313449472,0,0,0,4+,Games,USD,
6144,301804544,0,1,5,9+,Games,USD,
6145,69005312,1.99,202,4,4+,Photo & Video,USD,
6146,251451392,0,185,3.5,4+,Games,USD,
6147,427578368,0,56,2.5,9+,Games,USD,
6148,28306432,0,1,5,4+,Games,USD,
6149,38133760,0,4702,3.5,4+,Games,USD,
6150,208843776,2.99,127,3,4+,Education,USD,
6151,98282496,2.99,73,5,4+,Games,USD,
6152,20946944,0.99,14,3,17+,Reference,USD,
6153,32416768,1.99,754,4.5,4+,Navigation,USD,
6154,162750464,0,5141,4.5,12+,Games,USD,
6155,27295744,1.99,413,4,4+,Reference,USD,
6156,169353216,0,2732,5,12+,Games,USD,
6157,48801792,0.99,0,0,4+,Travel,USD,
6159,98934784,2.99,28,4,4+,Education,USD,
6160,170365952,3.99,31,4.5,4+,Education,USD,
6161,405535744,0,6754,4.5,12+,Games,USD,
6162,281761792,0,966,4.5,4+,Games,USD,
6164,97897472,0,807,4.5,9+,Photo & Video,USD,
6165,53370880,0,4513,4,4+,Games,USD,
6166,19122176,1.99,268,4.5,4+,Utilities,USD,
6167,272637952,0,89,4,9+,Games,USD,
6168,1452132352,6.99,104,4.5,9+,Games,USD,
6169,1805248512,6.99,79,4.5,9+,Games,USD,
6170,1143723008,6.99,49,4.5,9+,Games,USD,
6171,170819584,0,1168,5,12+,Games,USD,
6172,9305088,0.99,9,3,4+,Photo & Video,USD,
6173,141317120,0,691,4,9+,Games,USD,
6174,218665984,0.99,0,0,4+,Games,USD,
6175,34868224,0,203,4,4+,Games,USD,
6176,73590784,0,2601,4,4+,Games,USD,
6179,13231104,0,97,3,4+,Entertainment,USD,
6181,104617984,2.99,0,0,4+,Education,USD,
6182,210149376,0,10,2,4+,Games,USD,
6183,267441152,0,2332,4.5,4+,Games,USD,
6184,53628928,0,0,0,4+,Games,USD,
6185,265478144,0,53,4.5,4+,Games,USD,
6186,153664512,4.99,947,4.5,4+,Games,USD,
6188,32032768,0,24760,4.5,4+,Games,USD,
6190,975872,0.99,165,2,4+,Utilities,USD,
6192,314591232,2.99,127,4.5,9+,Games,USD,
6193,1104092160,6.99,80,4,12+,Games,USD,
6196,148648960,0,823,4,4+,Games,USD,
6197,291038208,2.99,60,4,9+,Games,USD,
6198,107376640,0,683,4.5,4+,Games,USD,
6199,490951680,0,424,3.5,4+,Games,USD,
6200,305483776,2.99,2298,4.5,4+,Games,USD,
6201,230901760,2.99,11,3.5,4+,Games,USD,
6202,53998592,2.99,13,4.5,4+,Utilities,USD,
6203,70959104,0,361,4.5,4+,Games,USD,
6204,154999808,0,2471,4,4+,Lifestyle,USD,
6205,319483904,0,0,0,12+,Games,USD,
6206,54135808,0,0,0,4+,Entertainment,USD,
6207,31624192,0,0,0,4+,Finance,USD,
6208,31624192,0,0,0,4+,Finance,USD,
6209,159752192,0,639,4,4+,Games,USD,
6210,154710016,0,391,4,12+,Games,USD,
6212,979960832,24.99,73,4.5,12+,Medical,USD,
6213,30298112,1.99,311,4,12+,Utilities,USD,
6214,11083776,1.99,536,3.5,4+,Entertainment,USD,
6215,75792384,29.99,47,4.5,4+,Music,USD,
6216,190519296,1.99,242,4.5,12+,Games,USD,
6218,277154816,0,2881,4.5,4+,Games,USD,
6219,95228928,0,163,3.5,9+,Games,USD,
6220,160331776,4.99,35,4,4+,Games,USD,
6221,166720512,0,3383,4.5,4+,Games,USD,
6222,164000768,0,159323,4.5,12+,Games,USD,
6223,208455680,0.99,599,4.5,9+,Games,USD,
6224,9691136,1.99,18,4,4+,Entertainment,USD,
6225,96621568,0,34,4,17+,Utilities,USD,
6226,65575936,4.99,78,4.5,12+,Games,USD,
6227,67836928,0,250,4.5,4+,Games,USD,
6228,150807552,0,2861,4.5,4+,Games,USD,
6230,86596608,0,145,4.5,4+,Games,USD,
6232,294744064,0,4116,4.5,12+,Games,USD,
6233,82972672,0,108,4,4+,Games,USD,
6234,145700864,0,29,3,9+,Games,USD,
6235,34085888,3.99,9,1.5,17+,Health & Fitness,USD,
6236,56797184,0,238,3.5,4+,Utilities,USD,
6237,105992192,0,109,3,4+,Games,USD,
6241,55657472,0,10,4.5,4+,Games,USD,
6242,125467648,2.99,21,4.5,4+,Games,USD,
6245,58884096,2.99,35,3,4+,Utilities,USD,
6246,164000768,3.99,1608,4.5,12+,Games,USD,
6247,112653312,0,2354,4.5,4+,Games,USD,
6248,304375808,0,2938,4.5,4+,Games,USD,
6249,99691520,0,1,4,4+,Games,USD,
6250,78622720,0,93,2.5,9+,Games,USD,
6251,110077952,1.99,3,3.5,4+,Education,USD,
6252,129079296,2.99,314,4.5,4+,Education,USD,
6253,70203392,2.99,28,5,9+,News,USD,
6254,76619776,0,1821,4.5,12+,Games,USD,
6255,108594176,1.99,87,4,12+,Games,USD,
6256,1537772544,4.99,49,4.5,9+,Games,USD,
6257,189709312,0,6426,4.5,9+,Games,USD,
6259,117726208,0,838,4.5,4+,Games,USD,
6260,62823424,0,3815,4,9+,Games,USD,
6261,85164032,1.99,48,4.5,4+,Games,USD,
6262,511670272,0,9122,4.5,4+,Games,USD,
6263,1153353728,6.99,83,4.5,9+,Games,USD,
6264,87667712,0,38,4,4+,Games,USD,
6266,69751808,0,70,3.5,4+,Education,USD,
6267,192231424,3.99,278,4.5,4+,Games,USD,
6269,114208768,0.99,0,0,4+,Games,USD,
6270,29841408,0.99,53,4.5,4+,Entertainment,USD,
6271,150992896,0,1122,4.5,4+,Games,USD,
6272,513771520,3.99,14,3.5,4+,Education,USD,
6273,274795520,4.99,291,4.5,9+,Games,USD,
6274,116981760,0,1498,5,4+,Games,USD,
6275,228882432,0,145,4,9+,Games,USD,
6276,81576960,0,3153,5,12+,Games,USD,
6279,68205568,0,2,5,4+,Games,USD,
6281,1031653376,6.99,50,3,9+,Games,USD,
6282,159161344,1.99,4553,4,4+,Entertainment,USD,
6283,213410816,4.99,35,3.5,4+,Games,USD,
6284,252352512,0,22,4,12+,Games,USD,
6285,38171648,0,12,1.5,17+,Lifestyle,USD,
6286,49652736,0.99,13,4.5,12+,Games,USD,
6287,111013888,0,56,4,4+,Games,USD,
6288,23908352,0,244,3,4+,Entertainment,USD,
6289,1329823744,4.99,421,4,9+,Games,USD,
6290,31382528,0,65,3.5,4+,Photo & Video,USD,
6291,268843008,0,126,4,4+,Games,USD,
6292,56849408,0,165,4.5,4+,Photo & Video,USD,
6293,152740864,15.99,27,4.5,4+,Education,USD,
6294,578062336,1.99,14,5,4+,Games,USD,
6296,133175296,0,8905,4.5,4+,Games,USD,
6298,119512064,0,77,4,4+,Games,USD,
6299,11546624,1.99,11,4,9+,Entertainment,USD,
6300,468603904,5.99,5,4,9+,Games,USD,
6301,984101888,6.99,87,4.5,9+,Games,USD,
6302,13968384,0,0,0,4+,Photo & Video,USD,
6304,238359552,0,365,4.5,4+,Games,USD,
6305,129589248,0,24878,4.5,4+,Games,USD,
6306,35957760,0,5134,4.5,9+,Games,USD,
6307,212279296,0,191,4.5,4+,Games,USD,
6309,12728320,0,89,3.5,4+,Sports,USD,
6310,76442624,0,15060,4.5,9+,Photo & Video,USD,
6311,59053056,0,154,4.5,4+,Games,USD,
6312,81028096,0.99,108,4.5,12+,Entertainment,USD,
6313,332139520,0,253,4.5,4+,Games,USD,
6314,134029312,0,430,4.5,4+,Games,USD,
6315,61116416,0,428,2,4+,Sports,USD,
6316,66196480,0,146,4.5,9+,Games,USD,
6317,363020288,0,6551,4.5,12+,Games,USD,
6318,70156288,0.99,9,4,4+,Games,USD,
6319,39796736,0,98,4.5,4+,Games,USD,
6322,39054336,0,25,4,9+,Games,USD,
6323,24354816,0,3219,4.5,4+,Games,USD,
6324,63180800,0,339,4,4+,Games,USD,
6326,46567424,0.99,0,0,17+,Social Networking,USD,
6328,102046720,0.99,3,4.5,4+,Games,USD,
6329,93643776,0,285,4.5,12+,Games,USD,
6330,197048320,0,164,4.5,4+,Games,USD,
6331,44227584,0,255,3,9+,Games,USD,
6332,2057722880,0,25,4.5,4+,Games,USD,
6333,146797568,0,539,4.5,12+,Games,USD,
6334,60285952,2.99,0,0,4+,Games,USD,
6335,331335680,3.99,477,5,4+,Games,USD,
6336,410715136,0,49,2.5,4+,Education,USD,
6337,125918208,0,298,4.5,4+,Games,USD,
6338,383986688,0,79,4,4+,Education,USD,
6339,157871104,0,541,4.5,12+,Games,USD,
6340,409825280,0,383,4.5,4+,Entertainment,USD,
6341,75174912,0,234,4,4+,Games,USD,
6342,94867456,0,506,4.5,4+,Games,USD,
6343,282289152,9.99,68,2.5,12+,Games,USD,
6344,12244992,0,53,4,17+,Entertainment,USD,
6345,61278208,0,109,4.5,4+,Games,USD,
6346,33778688,4.99,37,4.5,4+,Education,USD,
6347,98643968,0,45,4,4+,Games,USD,
6348,1145312256,6.99,127,4.5,9+,Games,USD,
6349,771726336,6.99,57,4.5,9+,Games,USD,
6350,248950784,0,85,5,9+,Games,USD,
6351,29727744,0,210,4.5,4+,Games,USD,
6352,296504320,2.99,56,4,4+,Entertainment,USD,
6353,180251648,0.99,24,3,9+,Games,USD,
6354,95670272,0,169,4,4+,Games,USD,
6355,109180928,0,0,0,12+,Utilities,USD,
6356,110787584,0,521,4.5,12+,Games,USD,
6357,587630592,2.99,49,4.5,12+,Games,USD,
6358,68639744,0.99,1,5,12+,Games,USD,
6359,152133632,0,59,4.5,12+,Entertainment,USD,
6360,107933696,0,139,4,4+,Games,USD,
6361,146486272,0,135,3.5,9+,Games,USD,
6362,196617216,0,1,5,4+,Games,USD,
6365,25571328,0,9259,5,4+,Games,USD,
6366,29427712,4.99,10,4,4+,Music,USD,
6367,190457856,0,164,4.5,12+,Games,USD,
6368,171485184,0,29,1.5,4+,Games,USD,
6369,180950016,0,7,5,4+,Games,USD,
6370,360722432,0,58,4.5,4+,Games,USD,
6371,357691392,0,81,4,4+,Games,USD,
6372,181551104,0,99,5,12+,Games,USD,
6373,173320192,0,219,2,12+,Entertainment,USD,
6374,77242368,1.99,39,4.5,4+,Photo & Video,USD,
6375,286431232,0,1019,3,9+,Entertainment,USD,
6377,156507136,0,7,4.5,12+,Games,USD,
6378,36559872,0,0,0,4+,Games,USD,
6379,32003072,0,42,3.5,17+,Entertainment,USD,
6380,116185088,3.99,338,4.5,4+,Lifestyle,USD,
6381,10221568,1.99,0,0,12+,Entertainment,USD,
6382,219799552,0,0,0,12+,Games,USD,
6384,131196928,2.99,65,4,9+,Games,USD,
6385,480581632,0,301,4,9+,Games,USD,
6386,199591936,0,0,0,4+,Games,USD,
6387,51559424,0,1,3,4+,Sports,USD,
6388,308592640,0,389,4,4+,Entertainment,USD,
6389,149266432,0,567,4,12+,Games,USD,
6390,262830080,2.99,42,2.5,4+,Entertainment,USD,
6391,85477376,0,538,4.5,4+,Games,USD,
6392,332977152,2.99,26,4.5,4+,Education,USD,
6393,192496640,2.99,36,5,4+,Education,USD,
6394,57303040,0,719,4.5,12+,Games,USD,
6395,162514944,0,704,4.5,12+,Games,USD,
6397,22029312,0,2638,4.5,4+,Games,USD,
6398,281550848,0,3026,4.5,4+,Games,USD,
6399,181364736,0,2291,5,12+,Games,USD,
6400,49390592,4.99,26,4.5,4+,Music,USD,
